device,model,dvfs_mode,dvfs_mode_label,condition_tag,segment,lambda_frac,capacity_ips,capacity_selection,capacity_power_status,capacity_delta_w,target_rps,achieved_rps_median,achieved_target_ratio,n_runs,p95_latency_ms_median,p95_latency_ms_max,warm_idle_w_median,serving_w_median,delta_w_median,marginal_wall_energy_j_per_inf_median,marginal_wall_energy_j_per_inf_min,marginal_wall_energy_j_per_inf_max,flag_slo_median_violation,flag_slo_any_run_violation,flag_low_delta_median,flag_nonpositive_delta_run,flag_nonpositive_energy_run,n_runs_p95_gt_lmax,n_runs_delta_le_zero,n_runs_delta_lt_low,n_runs_energy_le_zero,source_capacity_json
gpu-server,mobilenet-v2-050,6,1410MHz,dvfs6,server,1.0,562.5,confirmed,ok,35.26,562.5,561.775,0.998711,10,35.52,241.96,102.9,137.025,34.09,0.060844,0.059682,0.062113,0,1,0,0,0,1,0,0,0,20260508T091939+0900_835_gpu-server_mob050_dvfs6_cuda_v2.json
gpu-server,mobilenet-v2-050,7,1545MHz,dvfs7,server,0.25,585.0,confirmed,ok,37.51,146.25,146.25,1.0,10,20.06,20.76,105.925,113.675,7.65,0.052373,0.046708,0.383488,0,0,0,0,0,0,0,0,0,20260508T093125+0900_493_gpu-server_mob050_dvfs7_cuda_v2.json
gpu-server,mobilenet-v2-050,7,1545MHz,dvfs7,server,0.5,585.0,confirmed,ok,37.51,292.5,291.575,0.996838,10,21.995,22.51,106.55,123.96,17.565,0.059719,0.057231,0.063186,0,0,0,0,0,0,0,0,0,20260508T093125+0900_493_gpu-server_mob050_dvfs7_cuda_v2.json
gpu-server,mobilenet-v2-050,7,1545MHz,dvfs7,server,0.75,585.0,confirmed,ok,37.51,438.75,437.11,0.996262,10,21.585,22.98,106.3,133.54,27.165,0.062443,0.060744,0.063183,0,0,0,0,0,0,0,0,0,20260508T093125+0900_493_gpu-server_mob050_dvfs7_cuda_v2.json
gpu-server,mobilenet-v2-050,7,1545MHz,dvfs7,server,1.0,585.0,confirmed,ok,37.51,585.0,584.12,0.998496,10,74.815,211.96,106.85,142.82,35.93,0.061545,0.059537,0.062891,0,1,0,0,0,4,0,0,0,20260508T093125+0900_493_gpu-server_mob050_dvfs7_cuda_v2.json
gpu-server,mobilenet-v2-050,8,1710MHz,dvfs8,server,0.25,562.5,confirmed,ok,43.36,140.62,140.49,0.999076,10,20.135,20.5,111.8,120.225,8.25,0.059915,0.051342,0.064562,0,0,0,0,0,0,0,0,0,20260508T094311+0900_073_gpu-server_mob050_dvfs8_cuda_v2.json
gpu-server,mobilenet-v2-050,8,1710MHz,dvfs8,server,0.5,562.5,confirmed,ok,43.36,281.25,280.795,0.998382,10,22.095,23.48,112.6,131.525,18.905,0.067401,0.064824,0.073615,0,0,0,0,0,0,0,0,0,20260508T094311+0900_073_gpu-server_mob050_dvfs8_cuda_v2.json
gpu-server,mobilenet-v2-050,8,1710MHz,dvfs8,server,0.75,562.5,confirmed,ok,43.36,421.88,421.6,0.999336,10,22.085,24.05,112.95,142.245,28.96,0.068783,0.066667,0.071634,0,0,0,0,0,0,0,0,0,20260508T094311+0900_073_gpu-server_mob050_dvfs8_cuda_v2.json
gpu-server,mobilenet-v2-050,8,1710MHz,dvfs8,server,1.0,562.5,confirmed,ok,43.36,562.5,564.24,1.003093,10,37.805,56.53,113.35,152.265,38.965,0.069185,0.06789,0.070705,0,0,0,0,0,0,0,0,0,20260508T094311+0900_073_gpu-server_mob050_dvfs8_cuda_v2.json
gpu-server,mobilenet-v2-050,9,1800MHz,dvfs9,server,0.25,598.5,confirmed_after_backoff,ok,45.1,149.62,150.65,1.006884,10,20.435,21.8,116.825,127.075,10.35,0.069531,0.063461,0.072334,0,0,0,0,0,0,0,0,0,20260508T095455+0900_254_gpu-server_mob050_dvfs9_cuda_v2.json
gpu-server,mobilenet-v2-050,9,1800MHz,dvfs9,server,0.5,598.5,confirmed_after_backoff,ok,45.1,299.25,298.43,0.99726,10,23.385,24.23,117.6,140.11,22.235,0.074464,0.073086,0.081132,0,0,0,0,0,0,0,0,0,20260508T095455+0900_254_gpu-server_mob050_dvfs9_cuda_v2.json
gpu-server,mobilenet-v2-050,9,1800MHz,dvfs9,server,0.75,598.5,confirmed_after_backoff,ok,45.1,448.88,449.76,1.00196,10,21.865,23.33,118.45,153.74,35.15,0.078796,0.077393,0.080254,0,0,0,0,0,0,0,0,0,20260508T095455+0900_254_gpu-server_mob050_dvfs9_cuda_v2.json
gpu-server,mobilenet-v2-050,9,1800MHz,dvfs9,server,1.0,598.5,confirmed_after_backoff,ok,45.1,598.5,599.55,1.001754,10,184.04,396.68,118.975,165.875,46.815,0.077983,0.07677,0.08077,1,1,0,0,0,7,0,0,0,20260508T095455+0900_254_gpu-server_mob050_dvfs9_cuda_v2.json
gpu-server,mobilenet-v2-050,10,1905MHz,dvfs10,server,0.25,598.5,confirmed_after_backoff,ok,54.32,149.62,149.405,0.998563,10,20.11,20.37,125.8,137.265,11.545,0.077083,0.068701,0.085347,0,0,0,0,0,0,0,0,0,20260508T100955+0900_500_gpu-server_mob050_dvfs10_cuda_v2.json
gpu-server,mobilenet-v2-050,10,1905MHz,dvfs10,server,0.5,598.5,confirmed_after_backoff,ok,54.32,299.25,299.705,1.00152,10,22.19,23.28,127.075,151.78,24.555,0.082234,0.079475,0.085839,0,0,0,0,0,0,0,0,0,20260508T100955+0900_500_gpu-server_mob050_dvfs10_cuda_v2.json
gpu-server,mobilenet-v2-050,10,1905MHz,dvfs10,server,0.75,598.5,confirmed_after_backoff,ok,54.32,448.88,449.67,1.00176,10,21.97,23.27,127.75,166.885,38.915,0.086599,0.083485,0.0889,0,0,0,0,0,0,0,0,0,20260508T100955+0900_500_gpu-server_mob050_dvfs10_cuda_v2.json
gpu-server,mobilenet-v2-050,10,1905MHz,dvfs10,server,1.0,598.5,confirmed_after_backoff,ok,54.32,598.5,597.125,0.997703,10,92.935,296.38,129.625,181.335,51.59,0.086163,0.084158,0.087512,0,1,0,0,0,4,0,0,0,20260508T100955+0900_500_gpu-server_mob050_dvfs10_cuda_v2.json
gpu-server,mobilenet-v2-050,11,1950MHz,dvfs11,server,0.25,585.0,confirmed,ok,64.22,146.25,146.675,1.002906,10,20.03,21.42,133.65,146.46,12.92,0.089034,0.081743,0.096768,0,0,0,0,0,0,0,0,0,20260508T102456+0900_158_gpu-server_mob050_dvfs11_cuda_v2.json
gpu-server,mobilenet-v2-050,11,1950MHz,dvfs11,server,0.5,585.0,confirmed,ok,64.22,292.5,293.89,1.004752,10,22.815,23.69,135.55,164.205,28.665,0.097419,0.092515,0.100125,0,0,0,0,0,0,0,0,0,20260508T102456+0900_158_gpu-server_mob050_dvfs11_cuda_v2.json
gpu-server,mobilenet-v2-050,11,1950MHz,dvfs11,server,0.75,585.0,confirmed,ok,64.22,438.75,438.37,0.999134,10,22.515,23.68,136.85,183.19,46.335,0.105935,0.103504,0.108563,0,0,0,0,0,0,0,0,0,20260508T102456+0900_158_gpu-server_mob050_dvfs11_cuda_v2.json
gpu-server,mobilenet-v2-050,11,1950MHz,dvfs11,server,1.0,585.0,confirmed,ok,64.22,585.0,583.8,0.997949,10,44.45,112.27,140.75,203.845,63.055,0.107827,0.105783,0.109611,0,1,0,0,0,1,0,0,0,20260508T102456+0900_158_gpu-server_mob050_dvfs11_cuda_v2.json
gpu-server,mobilenet-v2-100,0,300MHz,dvfs0,server,0.25,168.8,confirmed,ok,26.08,42.2,41.935,0.99372,10,19.9,20.34,98.85,102.085,3.15,0.075248,0.049104,0.098833,0,0,0,0,0,0,0,0,0,20260513T133034+0900_673_gpu-server_mob100_dvfs0_cuda_v2.json
gpu-server,mobilenet-v2-100,0,300MHz,dvfs0,server,0.5,168.8,confirmed,ok,26.08,84.4,84.26,0.998341,10,21.32,21.88,98.4,107.465,8.9,0.105618,0.090238,0.111351,0,0,0,0,0,0,0,0,0,20260513T133034+0900_673_gpu-server_mob100_dvfs0_cuda_v2.json
gpu-server,mobilenet-v2-100,0,300MHz,dvfs0,server,0.75,168.8,confirmed,ok,26.08,126.6,127.485,1.006991,10,27.11,29.88,98.075,115.84,17.72,0.139176,0.131478,0.144653,0,0,0,0,0,0,0,0,0,20260513T133034+0900_673_gpu-server_mob100_dvfs0_cuda_v2.json
gpu-server,mobilenet-v2-100,0,300MHz,dvfs0,server,1.0,168.8,confirmed,ok,26.08,168.8,168.475,0.998075,10,65.52,79.06,98.875,123.66,24.86,0.146682,0.138501,0.154971,0,0,0,0,0,0,0,0,0,20260513T133034+0900_673_gpu-server_mob100_dvfs0_cuda_v2.json
gpu-server,mobilenet-v2-100,1,420MHz,dvfs1,server,0.25,307.3,confirmed_after_backoff,ok,31.43,76.83,76.87,1.000521,10,20.695,21.57,98.775,104.04,5.445,0.069982,0.058295,0.089752,0,0,0,0,0,0,0,0,0,20260513T134653+0900_017_gpu-server_mob100_dvfs1_cuda_v2.json
gpu-server,mobilenet-v2-100,1,420MHz,dvfs1,server,0.5,307.3,confirmed_after_backoff,ok,31.43,153.65,154.105,1.002961,10,20.415,22.7,98.525,112.275,13.685,0.089902,0.081826,0.095048,0,0,0,0,0,0,0,0,0,20260513T134653+0900_017_gpu-server_mob100_dvfs1_cuda_v2.json
gpu-server,mobilenet-v2-100,1,420MHz,dvfs1,server,0.75,307.3,confirmed_after_backoff,ok,31.43,230.48,229.475,0.99564,10,20.395,21.77,99.25,121.695,22.495,0.097922,0.096174,0.100187,0,0,0,0,0,0,0,0,0,20260513T134653+0900_017_gpu-server_mob100_dvfs1_cuda_v2.json
gpu-server,mobilenet-v2-100,1,420MHz,dvfs1,server,1.0,307.3,confirmed_after_backoff,ok,31.43,307.3,307.715,1.00135,10,42.79,54.38,98.675,130.25,31.34,0.102199,0.097074,0.103159,0,0,0,0,0,0,0,0,0,20260513T134653+0900_017_gpu-server_mob100_dvfs1_cuda_v2.json
gpu-server,mobilenet-v2-100,2,600MHz,dvfs2,server,0.25,421.9,confirmed,ok,37.06,105.47,104.86,0.994216,10,20.95,21.82,98.9,106.29,7.23,0.069556,0.060523,0.532916,0,0,0,0,0,0,0,0,0,20260513T140400+0900_859_gpu-server_mob100_dvfs2_cuda_v2.json
gpu-server,mobilenet-v2-100,2,600MHz,dvfs2,server,0.5,421.9,confirmed,ok,37.06,210.95,211.345,1.001872,10,21.57,23.15,98.625,116.345,17.41,0.083474,0.076587,0.086884,0,0,0,0,0,0,0,0,0,20260513T140400+0900_859_gpu-server_mob100_dvfs2_cuda_v2.json
gpu-server,mobilenet-v2-100,2,600MHz,dvfs2,server,0.75,421.9,confirmed,ok,37.06,316.42,316.735,1.000996,10,20.08,21.35,99.1,126.365,27.075,0.08566,0.083347,0.087366,0,0,0,0,0,0,0,0,0,20260513T140400+0900_859_gpu-server_mob100_dvfs2_cuda_v2.json
gpu-server,mobilenet-v2-100,2,600MHz,dvfs2,server,1.0,421.9,confirmed,ok,37.06,421.9,422.865,1.002287,10,45.685,58.14,98.925,135.955,36.97,0.087388,0.086247,0.089186,0,0,0,0,0,0,0,0,0,20260513T140400+0900_859_gpu-server_mob100_dvfs2_cuda_v2.json
gpu-server,mobilenet-v2-100,3,810MHz,dvfs3,server,0.25,480.9,confirmed_after_backoff,ok,38.56,120.22,119.075,0.990476,10,21.26,22.12,99.3,107.75,8.53,0.072369,0.058551,0.07364,0,0,0,0,0,0,0,0,0,20260513T141730+0900_995_gpu-server_mob100_dvfs3_cuda_v2.json
gpu-server,mobilenet-v2-100,3,810MHz,dvfs3,server,0.5,480.9,confirmed_after_backoff,ok,38.56,240.45,242.095,1.006841,10,22.025,22.94,99.2,118.255,19.015,0.078567,0.074346,0.081598,0,0,0,0,0,0,0,0,0,20260513T141730+0900_995_gpu-server_mob100_dvfs3_cuda_v2.json
gpu-server,mobilenet-v2-100,3,810MHz,dvfs3,server,0.75,480.9,confirmed_after_backoff,ok,38.56,360.67,361.4,1.002024,10,20.925,23.32,99.975,128.085,28.165,0.07837,0.074579,0.081532,0,0,0,0,0,0,0,0,0,20260513T141730+0900_995_gpu-server_mob100_dvfs3_cuda_v2.json
gpu-server,mobilenet-v2-100,3,810MHz,dvfs3,server,1.0,480.9,confirmed_after_backoff,ok,38.56,480.9,480.98,1.000166,10,39.375,50.87,99.8,137.92,38.03,0.079375,0.078104,0.082079,0,0,0,0,0,0,0,0,0,20260513T141730+0900_995_gpu-server_mob100_dvfs3_cuda_v2.json
gpu-server,mobilenet-v2-100,4,1005MHz,dvfs4,server,0.25,510.1,confirmed,ok,40.79,127.53,128.35,1.00643,10,19.93,20.4,99.85,108.315,8.56,0.066963,0.057219,0.073901,0,0,0,0,0,0,0,0,0,20260513T143437+0900_400_gpu-server_mob100_dvfs4_cuda_v2.json
gpu-server,mobilenet-v2-100,4,1005MHz,dvfs4,server,0.5,510.1,confirmed,ok,40.79,255.05,254.26,0.996903,10,21.425,21.98,99.9,119.455,19.61,0.077305,0.072788,0.079643,0,0,0,0,0,0,0,0,0,20260513T143437+0900_400_gpu-server_mob100_dvfs4_cuda_v2.json
gpu-server,mobilenet-v2-100,4,1005MHz,dvfs4,server,0.75,510.1,confirmed,ok,40.79,382.58,383.2,1.001621,10,20.275,21.31,99.825,130.885,31.15,0.081074,0.080538,0.083854,0,0,0,0,0,0,0,0,0,20260513T143437+0900_400_gpu-server_mob100_dvfs4_cuda_v2.json
gpu-server,mobilenet-v2-100,4,1005MHz,dvfs4,server,1.0,510.1,confirmed,ok,40.79,510.1,509.39,0.998608,10,55.87,116.05,100.05,140.81,40.71,0.079813,0.078319,0.082869,0,1,0,0,0,1,0,0,0,20260513T143437+0900_400_gpu-server_mob100_dvfs4_cuda_v2.json
gpu-server,mobilenet-v2-100,5,1200MHz,dvfs5,server,0.25,590.6,confirmed,ok,45.19,147.65,147.475,0.998815,10,21.445,21.88,100.3,110.235,10.045,0.067962,0.060936,0.071136,0,0,0,0,0,0,0,0,0,20260513T144618+0900_482_gpu-server_mob100_dvfs5_cuda_v2.json
gpu-server,mobilenet-v2-100,5,1200MHz,dvfs5,server,0.5,590.6,confirmed,ok,45.19,295.3,293.52,0.993972,10,22.83,24.09,99.85,122.04,22.155,0.074988,0.07198,0.079959,0,0,0,0,0,0,0,0,0,20260513T144618+0900_482_gpu-server_mob100_dvfs5_cuda_v2.json
gpu-server,mobilenet-v2-100,5,1200MHz,dvfs5,server,0.75,590.6,confirmed,ok,45.19,442.95,443.025,1.000169,10,23.205,24.44,100.45,133.37,33.085,0.074613,0.072351,0.076351,0,0,0,0,0,0,0,0,0,20260513T144618+0900_482_gpu-server_mob100_dvfs5_cuda_v2.json
gpu-server,mobilenet-v2-100,5,1200MHz,dvfs5,server,1.0,590.6,confirmed,ok,45.19,590.6,590.935,1.000567,10,316.955,1018.46,100.7,144.08,43.45,0.073385,0.070793,0.076468,1,1,0,0,0,9,0,0,0,20260513T144618+0900_482_gpu-server_mob100_dvfs5_cuda_v2.json
gpu-server,mobilenet-v2-100,6,1410MHz,dvfs6,server,0.25,548.4,confirmed,ok,44.31,137.1,137.555,1.003319,10,21.18,22.02,102.25,111.705,9.005,0.067209,0.051923,0.079122,0,0,0,0,0,0,0,0,0,20260513T145831+0900_449_gpu-server_mob100_dvfs6_cuda_v2.json
gpu-server,mobilenet-v2-100,6,1410MHz,dvfs6,server,0.5,548.4,confirmed,ok,44.31,274.2,274.595,1.001441,10,23.195,23.78,102.7,123.33,20.64,0.075165,0.071877,0.078509,0,0,0,0,0,0,0,0,0,20260513T145831+0900_449_gpu-server_mob100_dvfs6_cuda_v2.json
gpu-server,mobilenet-v2-100,6,1410MHz,dvfs6,server,0.75,548.4,confirmed,ok,44.31,411.3,413.13,1.004449,10,22.905,26.69,102.15,134.865,32.76,0.079461,0.075425,0.080928,0,0,0,0,0,0,0,0,0,20260513T145831+0900_449_gpu-server_mob100_dvfs6_cuda_v2.json
gpu-server,mobilenet-v2-100,6,1410MHz,dvfs6,server,1.0,548.4,confirmed,ok,44.31,548.4,548.7,1.000547,10,85.615,207.42,102.95,145.965,42.925,0.078302,0.075128,0.080521,0,1,0,0,0,3,0,0,0,20260513T145831+0900_449_gpu-server_mob100_dvfs6_cuda_v2.json
gpu-server,mobilenet-v2-100,7,1545MHz,dvfs7,server,0.25,547.7,confirmed_after_backoff,ok,48.89,136.93,136.585,0.99748,10,20.605,21.03,105.725,115.835,9.91,0.072507,0.068809,0.080143,0,0,0,0,0,0,0,0,0,20260513T151151+0900_080_gpu-server_mob100_dvfs7_cuda_v2.json
gpu-server,mobilenet-v2-100,7,1545MHz,dvfs7,server,0.5,547.7,confirmed_after_backoff,ok,48.89,273.85,273.635,0.999215,10,22.22,23.15,105.35,128.505,23.125,0.084213,0.079503,0.089803,0,0,0,0,0,0,0,0,0,20260513T151151+0900_080_gpu-server_mob100_dvfs7_cuda_v2.json
gpu-server,mobilenet-v2-100,7,1545MHz,dvfs7,server,0.75,547.7,confirmed_after_backoff,ok,48.89,410.78,410.405,0.999087,10,22.715,23.46,105.975,141.385,35.31,0.086154,0.084599,0.089267,0,0,0,0,0,0,0,0,0,20260513T151151+0900_080_gpu-server_mob100_dvfs7_cuda_v2.json
gpu-server,mobilenet-v2-100,7,1545MHz,dvfs7,server,1.0,547.7,confirmed_after_backoff,ok,48.89,547.7,548.675,1.00178,10,34.295,187.8,106.55,153.595,46.88,0.085797,0.083754,0.087482,0,1,0,0,0,1,0,0,0,20260513T151151+0900_080_gpu-server_mob100_dvfs7_cuda_v2.json
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,0.25,534.4,confirmed_after_backoff,ok,58.53,133.6,132.175,0.989334,10,20.44,21.71,110.8,122.375,11.795,0.088666,0.083871,0.101015,0,0,0,0,0,0,0,0,0,20260513T152830+0900_358_gpu-server_mob100_dvfs8_cuda_v2.json
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,0.5,534.4,confirmed_after_backoff,ok,58.53,267.2,266.855,0.998709,10,22.565,23.47,112.3,138.305,26.005,0.097631,0.092652,0.100944,0,0,0,0,0,0,0,0,0,20260513T152830+0900_358_gpu-server_mob100_dvfs8_cuda_v2.json
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,0.75,534.4,confirmed_after_backoff,ok,58.53,400.8,401.475,1.001684,10,23.0,24.23,114.0,154.895,40.83,0.102288,0.097899,0.10418,0,0,0,0,0,0,0,0,0,20260513T152830+0900_358_gpu-server_mob100_dvfs8_cuda_v2.json
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,1.0,534.4,confirmed_after_backoff,ok,58.53,534.4,535.225,1.001544,10,37.255,128.5,114.325,168.97,54.69,0.102023,0.100745,0.104364,0,1,0,0,0,1,0,0,0,20260513T152830+0900_358_gpu-server_mob100_dvfs8_cuda_v2.json
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,0.25,548.4,confirmed,ok,73.96,137.1,137.0,0.999271,10,20.43,21.91,117.2,130.35,13.275,0.097074,0.088741,0.101162,0,0,0,0,0,0,0,0,0,20260513T182445+0900_251_gpu-server_mob100_dvfs9_cuda_v2.json
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,0.5,548.4,confirmed,ok,73.96,274.2,273.2,0.996353,10,22.35,23.05,116.95,145.66,28.785,0.105629,0.103076,0.109234,0,0,0,0,0,0,0,0,0,20260513T182445+0900_251_gpu-server_mob100_dvfs9_cuda_v2.json
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,0.75,548.4,confirmed,ok,73.96,411.3,410.36,0.997715,10,22.07,23.7,117.9,162.24,44.44,0.108152,0.106337,0.110415,0,0,0,0,0,0,0,0,0,20260513T182445+0900_251_gpu-server_mob100_dvfs9_cuda_v2.json
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,1.0,548.4,confirmed,ok,73.96,548.4,550.015,1.002945,10,39.54,69.61,118.875,178.555,59.835,0.109117,0.107818,0.1097,0,0,0,0,0,0,0,0,0,20260513T182445+0900_251_gpu-server_mob100_dvfs9_cuda_v2.json
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,0.25,590.6,confirmed,ok,111.23,147.65,147.31,0.997697,10,20.415,21.55,126.675,143.665,17.26,0.117275,0.107558,0.12058,0,0,0,0,0,0,0,0,0,20260513T183803+0900_374_gpu-server_mob100_dvfs10_cuda_v2.json
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,0.5,590.6,confirmed,ok,111.23,295.3,296.615,1.004453,10,22.76,23.99,127.95,166.325,38.145,0.129729,0.126531,0.13273,0,0,0,0,0,0,0,0,0,20260513T183803+0900_374_gpu-server_mob100_dvfs10_cuda_v2.json
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,0.75,590.6,confirmed,ok,111.23,442.95,442.85,0.999774,10,22.33,23.14,133.775,197.58,62.835,0.14177,0.134917,0.145489,0,0,0,0,0,0,0,0,0,20260513T183803+0900_374_gpu-server_mob100_dvfs10_cuda_v2.json
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,1.0,590.6,confirmed,ok,111.23,590.6,591.875,1.002159,10,60.65,305.92,145.0,240.855,94.59,0.160368,0.154605,0.167575,0,1,0,0,0,3,0,0,0,20260513T183803+0900_374_gpu-server_mob100_dvfs10_cuda_v2.json
gpu-server,mobilenet-v2-100,11,1950MHz,dvfs11,server,0.25,562.5,confirmed,ok,95.1,140.62,140.95,1.002347,10,20.07,21.32,135.725,153.27,17.57,0.123694,0.119373,0.134139,0,0,0,0,0,0,0,0,0,20260513T185009+0900_514_gpu-server_mob100_dvfs11_cuda_v2.json
gpu-server,mobilenet-v2-100,11,1950MHz,dvfs11,server,0.5,562.5,confirmed,ok,95.1,281.25,281.61,1.00128,10,22.36,23.48,137.05,176.855,39.615,0.14043,0.13746,0.144705,0,0,0,0,0,0,0,0,0,20260513T185009+0900_514_gpu-server_mob100_dvfs11_cuda_v2.json
gpu-server,mobilenet-v2-100,11,1950MHz,dvfs11,server,0.75,562.5,confirmed,ok,95.1,421.88,422.315,1.001031,10,22.72,23.18,140.975,205.73,64.26,0.15278,0.150399,0.155123,0,0,0,0,0,0,0,0,0,20260513T185009+0900_514_gpu-server_mob100_dvfs11_cuda_v2.json
gpu-server,mobilenet-v2-100,11,1950MHz,dvfs11,server,1.0,562.5,confirmed,ok,95.1,562.5,561.525,0.998267,10,39.89,121.35,146.35,236.905,92.05,0.163301,0.157834,0.1683,0,1,0,0,0,1,0,0,0,20260513T185009+0900_514_gpu-server_mob100_dvfs11_cuda_v2.json
jetson,mobilenet-v2-050,0,MAXN,dvfs0,jetson,0.25,98.9,confirmed_after_backoff,ok,4.82,24.73,24.54,0.992317,10,20.145,20.63,3.0,3.97,0.97,0.039134,0.037008,0.042952,0,0,0,0,0,0,0,0,0,20260508T054140+0900_186_jetson_mob050_dvfs0_trt_v2.json
jetson,mobilenet-v2-050,0,MAXN,dvfs0,jetson,0.5,98.9,confirmed_after_backoff,ok,4.82,49.45,49.055,0.992012,10,25.405,26.69,3.0,5.18,2.18,0.04408,0.043372,0.046359,0,0,0,0,0,0,0,0,0,20260508T054140+0900_186_jetson_mob050_dvfs0_trt_v2.json
jetson,mobilenet-v2-050,0,MAXN,dvfs0,jetson,0.75,98.9,confirmed_after_backoff,ok,4.82,74.18,74.115,0.999124,10,37.485,41.37,3.0,6.435,3.435,0.046404,0.044267,0.046999,0,0,0,0,0,0,0,0,0,20260508T054140+0900_186_jetson_mob050_dvfs0_trt_v2.json
jetson,mobilenet-v2-050,0,MAXN,dvfs0,jetson,1.0,98.9,confirmed_after_backoff,ok,4.82,98.9,98.115,0.992063,10,72.11,85.79,3.0,7.745,4.685,0.047837,0.044194,0.049153,0,0,0,0,0,0,0,0,0,20260508T054140+0900_186_jetson_mob050_dvfs0_trt_v2.json
jetson,mobilenet-v2-050,1,5W,dvfs1,jetson,0.25,64.1,confirmed_after_backoff,ok,1.62,16.02,16.205,1.011548,10,27.175,27.96,2.55,3.125,0.54,0.032868,0.009299,0.05419,0,0,0,0,0,0,0,5,0,20260508T055928+0900_470_jetson_mob050_dvfs1_trt_v2.json
jetson,mobilenet-v2-050,1,5W,dvfs1,jetson,0.5,64.1,confirmed_after_backoff,ok,1.62,32.05,31.95,0.99688,10,34.335,35.59,2.2,3.54,1.315,0.041368,0.035045,0.043014,0,0,0,0,0,0,0,0,0,20260508T055928+0900_470_jetson_mob050_dvfs1_trt_v2.json
jetson,mobilenet-v2-050,1,5W,dvfs1,jetson,0.75,64.1,confirmed_after_backoff,ok,1.62,48.07,48.235,1.003432,10,47.0,56.21,2.4,4.07,1.675,0.034661,0.021224,0.038787,0,0,0,0,0,0,0,0,0,20260508T055928+0900_470_jetson_mob050_dvfs1_trt_v2.json
