device,model,dvfs_mode,dvfs_mode_label,condition_tag,segment,lambda_frac,capacity_ips,capacity_selection,capacity_power_status,capacity_delta_w,target_rps,achieved_rps_median,achieved_target_ratio,n_runs,p95_latency_ms_median,p95_latency_ms_max,warm_idle_w_median,serving_w_median,delta_w_median,marginal_wall_energy_j_per_inf_median,marginal_wall_energy_j_per_inf_min,marginal_wall_energy_j_per_inf_max,flag_slo_median_violation,flag_slo_any_run_violation,flag_low_delta_median,flag_nonpositive_delta_run,flag_nonpositive_energy_run,n_runs_p95_gt_lmax,n_runs_delta_le_zero,n_runs_delta_lt_low,n_runs_energy_le_zero,source_capacity_json
jetson,mobilenet-v2-050,1,5W,dvfs1,jetson,1.0,64.1,confirmed_after_backoff,ok,1.62,64.1,63.94,0.997504,10,76.865,89.59,2.4,4.575,2.125,0.033042,0.023876,0.037881,0,0,0,0,0,0,0,0,0,20260508T055928+0900_470_jetson_mob050_dvfs1_trt_v2.json
jetson,mobilenet-v2-100,0,MAXN,dvfs0,jetson,0.25,49.6,confirmed_after_backoff,ok,4.37,12.4,12.435,1.002823,10,29.825,32.09,3.0,3.84,0.84,0.067795,0.061748,0.069805,0,0,0,0,0,0,0,0,0,20260513T133045+0900_714_jetson_mob100_dvfs0_trt_v2.json
jetson,mobilenet-v2-100,0,MAXN,dvfs0,jetson,0.5,49.6,confirmed_after_backoff,ok,4.37,24.8,24.975,1.007056,10,39.23,41.53,3.0,4.945,1.945,0.078343,0.074306,0.081326,0,0,0,0,0,0,0,0,0,20260513T133045+0900_714_jetson_mob100_dvfs0_trt_v2.json
jetson,mobilenet-v2-100,0,MAXN,dvfs0,jetson,0.75,49.6,confirmed_after_backoff,ok,4.37,37.2,37.615,1.011156,10,52.98,56.74,3.0,6.17,3.155,0.084394,0.081508,0.085252,0,0,0,0,0,0,0,0,0,20260513T133045+0900_714_jetson_mob100_dvfs0_trt_v2.json
jetson,mobilenet-v2-100,0,MAXN,dvfs0,jetson,1.0,49.6,confirmed_after_backoff,ok,4.37,49.6,49.17,0.991331,10,81.635,95.68,3.0,7.29,4.29,0.086872,0.084401,0.088921,0,0,0,0,0,0,0,0,0,20260513T133045+0900_714_jetson_mob100_dvfs0_trt_v2.json
jetson,mobilenet-v2-100,1,5W,dvfs1,jetson,0.25,32.0,confirmed,ok,1.46,8.0,8.025,1.003125,10,41.295,44.42,2.4,3.03,0.59,0.075465,0.017606,0.1025,0,0,0,0,0,0,0,4,0,20260513T134707+0900_056_jetson_mob100_dvfs1_trt_v2.json
jetson,mobilenet-v2-100,1,5W,dvfs1,jetson,0.5,32.0,confirmed,ok,1.46,16.0,16.01,1.000625,10,50.32,58.04,2.35,3.47,1.125,0.070816,0.04768,0.079874,0,0,0,0,0,0,0,0,0,20260513T134707+0900_056_jetson_mob100_dvfs1_trt_v2.json
jetson,mobilenet-v2-100,1,5W,dvfs1,jetson,0.75,32.0,confirmed,ok,1.46,24.0,23.965,0.998542,10,64.63,76.51,2.4,3.92,1.535,0.064409,0.052585,0.073523,0,0,0,0,0,0,0,0,0,20260513T134707+0900_056_jetson_mob100_dvfs1_trt_v2.json
jetson,mobilenet-v2-100,1,5W,dvfs1,jetson,1.0,32.0,confirmed,ok,1.46,32.0,32.235,1.007344,10,89.95,113.37,2.3,4.38,2.07,0.064303,0.054623,0.068597,0,1,0,0,0,1,0,0,0,20260513T134707+0900_056_jetson_mob100_dvfs1_trt_v2.json
lattepanda,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.25,136.3,confirmed_after_backoff,ok,10.92,34.08,34.185,1.003081,10,12.77,13.25,4.475,10.7,6.235,0.182466,0.17931,0.18811,0,0,0,0,0,0,0,0,0,20260508T054153+0900_817_lattepanda_mob050_dvfs0_cpu_v2.json
lattepanda,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.5,136.3,confirmed_after_backoff,ok,10.92,68.15,68.25,1.001467,10,17.615,18.44,4.5,12.76,8.295,0.122053,0.119936,0.123687,0,0,0,0,0,0,0,0,0,20260508T054153+0900_817_lattepanda_mob050_dvfs0_cpu_v2.json
lattepanda,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.75,136.3,confirmed_after_backoff,ok,10.92,102.23,102.09,0.998631,10,26.35,27.62,4.5,14.98,10.505,0.102854,0.10154,0.104017,0,0,0,0,0,0,0,0,0,20260508T054153+0900_817_lattepanda_mob050_dvfs0_cpu_v2.json
lattepanda,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,1.0,136.3,confirmed_after_backoff,ok,10.92,136.3,135.695,0.995561,10,62.85,118.21,4.5,16.03,11.515,0.084627,0.083643,0.085398,0,1,0,0,0,1,0,0,0,20260508T054153+0900_817_lattepanda_mob050_dvfs0_cpu_v2.json
lattepanda,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.25,49.1,confirmed,ok,10.89,12.28,12.54,1.021173,10,27.075,27.47,4.5,10.585,6.09,0.488967,0.475,0.504557,0,0,0,0,0,0,0,0,0,20260513T133059+0900_495_lattepanda_mob100_dvfs0_cpu_v2.json
lattepanda,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.5,49.1,confirmed,ok,10.89,24.55,24.435,0.995316,10,33.515,36.22,4.45,12.36,7.935,0.324908,0.313224,0.331109,0,0,0,0,0,0,0,0,0,20260513T133059+0900_495_lattepanda_mob100_dvfs0_cpu_v2.json
lattepanda,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.75,49.1,confirmed,ok,10.89,36.83,36.7,0.99647,10,42.46,49.63,4.5,14.285,9.84,0.269023,0.259452,0.273705,0,0,0,0,0,0,0,0,0,20260513T133059+0900_495_lattepanda_mob100_dvfs0_cpu_v2.json
lattepanda,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,1.0,49.1,confirmed,ok,10.89,49.1,48.685,0.991548,10,75.975,96.38,4.45,15.79,11.35,0.233648,0.229039,0.237399,0,0,0,0,0,0,0,0,0,20260513T133059+0900_495_lattepanda_mob100_dvfs0_cpu_v2.json
orangepi,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.25,98.4,confirmed,ok,9.76,24.6,24.46,0.994309,10,35.5,38.94,2.7,6.665,3.96,0.16225,0.158581,0.164763,0,0,0,0,0,0,0,0,0,20260508T054204+0900_373_orangepi_mob050_dvfs0_cpu_v2.json
orangepi,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.5,98.4,confirmed,ok,9.76,49.2,48.9,0.993902,10,37.79,39.1,2.7,9.095,6.335,0.130071,0.128065,0.132125,0,0,0,0,0,0,0,0,0,20260508T054204+0900_373_orangepi_mob050_dvfs0_cpu_v2.json
orangepi,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.75,98.4,confirmed,ok,9.76,73.8,73.59,0.997154,10,43.215,45.02,2.8,10.975,8.175,0.11109,0.109903,0.112383,0,0,0,0,0,0,0,0,0,20260508T054204+0900_373_orangepi_mob050_dvfs0_cpu_v2.json
orangepi,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,1.0,98.4,confirmed,ok,9.76,98.4,98.045,0.996392,10,72.355,82.13,2.8,12.475,9.665,0.098452,0.097281,0.099265,0,0,0,0,0,0,0,0,0,20260508T054204+0900_373_orangepi_mob050_dvfs0_cpu_v2.json
orangepi,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.25,41.0,confirmed_after_backoff,ok,8.59,10.25,10.025,0.978049,10,52.5,60.67,2.7,5.56,2.86,0.283712,0.274641,0.291667,0,0,0,0,0,0,0,0,0,20260513T133110+0900_296_orangepi_mob100_dvfs0_cpu_v2.json
orangepi,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.5,41.0,confirmed_after_backoff,ok,8.59,20.5,20.415,0.995854,10,56.815,60.71,2.7,7.705,4.98,0.245053,0.241054,0.258394,0,0,0,0,0,0,0,0,0,20260513T133110+0900_296_orangepi_mob100_dvfs0_cpu_v2.json
orangepi,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.75,41.0,confirmed_after_backoff,ok,8.59,30.75,30.8,1.001626,10,65.905,71.47,2.75,9.61,6.86,0.223934,0.216587,0.226757,0,0,0,0,0,0,0,0,0,20260513T133110+0900_296_orangepi_mob100_dvfs0_cpu_v2.json
orangepi,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,1.0,41.0,confirmed_after_backoff,ok,8.59,41.0,41.15,1.003659,10,82.495,104.47,2.8,11.165,8.365,0.204604,0.201914,0.207406,0,1,0,0,0,1,0,0,0,20260513T133110+0900_296_orangepi_mob100_dvfs0_cpu_v2.json
orangepi-npu,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.25,234.4,confirmed,ok,2.38,58.6,59.25,1.011092,10,39.63,41.43,2.7,3.56,0.85,0.014472,0.013541,0.014958,0,0,0,0,0,0,0,0,0,20260508T055428+0900_190_orangepi-npu_mob050_dvfs0_rknpu_v2.json
orangepi-npu,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.5,234.4,confirmed,ok,2.38,117.2,117.44,1.002048,10,33.58,40.55,2.7,4.22,1.52,0.012986,0.012863,0.013655,0,0,0,0,0,0,0,0,0,20260508T055428+0900_190_orangepi-npu_mob050_dvfs0_rknpu_v2.json
orangepi-npu,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,0.75,234.4,confirmed,ok,2.38,175.8,175.51,0.99835,10,31.43,33.59,2.7,4.74,2.04,0.01162,0.011511,0.012318,0,0,0,0,0,0,0,0,0,20260508T055428+0900_190_orangepi-npu_mob050_dvfs0_rknpu_v2.json
orangepi-npu,mobilenet-v2-050,0,fixed,dvfs0,sbc_npu,1.0,234.4,confirmed,ok,2.38,234.4,234.1,0.99872,10,86.3,475.8,2.7,5.24,2.54,0.010828,0.010787,0.010901,0,1,0,0,0,4,0,0,0,20260508T055428+0900_190_orangepi-npu_mob050_dvfs0_rknpu_v2.json
orangepi-npu,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.25,155.6,confirmed,ok,2.43,38.9,39.17,1.006941,10,41.27,44.92,2.7,3.545,0.845,0.021476,0.019658,0.024093,0,0,0,0,0,0,0,0,0,20260513T134635+0900_184_orangepi-npu_mob100_dvfs0_rknpu_v2.json
orangepi-npu,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.5,155.6,confirmed,ok,2.43,77.8,77.335,0.994023,10,50.965,55.0,2.7,4.17,1.47,0.019032,0.018714,0.02034,0,0,0,0,0,0,0,0,0,20260513T134635+0900_184_orangepi-npu_mob100_dvfs0_rknpu_v2.json
orangepi-npu,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,0.75,155.6,confirmed,ok,2.43,116.7,116.715,1.000129,10,54.94,59.19,2.7,4.65,1.965,0.016769,0.016464,0.017777,0,0,0,0,0,0,0,0,0,20260513T134635+0900_184_orangepi-npu_mob100_dvfs0_rknpu_v2.json
orangepi-npu,mobilenet-v2-100,0,fixed,dvfs0,sbc_npu,1.0,155.6,confirmed,ok,2.43,155.6,155.885,1.001832,10,78.595,88.17,2.7,5.055,2.355,0.015182,0.014978,0.015291,0,0,0,0,0,0,0,0,0,20260513T134635+0900_184_orangepi-npu_mob100_dvfs0_rknpu_v2.json
orin,efficientnet-b4,0,MAXN,dvfs0,jetson,0.25,77.5,confirmed,ok,24.31,19.38,19.75,1.019092,10,23.38,23.83,13.575,19.6,6.045,0.306061,0.29951,0.311426,0,0,0,0,0,0,0,0,0,20260514T083718+0900_369_orin_effb4_dvfs0_trt_v2.json
orin,efficientnet-b4,0,MAXN,dvfs0,jetson,0.5,77.5,confirmed,ok,24.31,38.75,38.985,1.006065,10,30.18,32.02,13.7,25.425,11.725,0.301891,0.296354,0.310533,0,0,0,0,0,0,0,0,0,20260514T083718+0900_369_orin_effb4_dvfs0_trt_v2.json
orin,efficientnet-b4,0,MAXN,dvfs0,jetson,0.75,77.5,confirmed,ok,24.31,58.12,58.31,1.003269,10,43.15,47.39,13.7,31.45,17.715,0.303124,0.300858,0.305997,0,0,0,0,0,0,0,0,0,20260514T083718+0900_369_orin_effb4_dvfs0_trt_v2.json
orin,efficientnet-b4,0,MAXN,dvfs0,jetson,1.0,77.5,confirmed,ok,24.31,77.5,77.3,0.997419,10,78.055,86.05,13.875,37.4,23.55,0.305642,0.301978,0.307632,0,0,0,0,0,0,0,0,0,20260514T083718+0900_369_orin_effb4_dvfs0_trt_v2.json
orin,efficientnet-b4,1,MODE_15W,dvfs1,jetson,0.25,6.6,confirmed,ok,1.46,1.65,1.635,0.990909,10,72.655,83.77,9.1,9.51,0.41,0.255292,0.222222,0.278195,0,0,1,0,0,0,0,10,0,20260514T085141+0900_973_orin_effb4_dvfs1_trt_v2.json
orin,efficientnet-b4,1,MODE_15W,dvfs1,jetson,0.5,6.6,confirmed,ok,1.46,3.3,3.275,0.992424,10,78.37,87.43,9.0,9.905,0.905,0.265825,0.250814,0.277612,0,0,0,0,0,0,0,0,0,20260514T085141+0900_973_orin_effb4_dvfs1_trt_v2.json
orin,efficientnet-b4,1,MODE_15W,dvfs1,jetson,0.75,6.6,confirmed,ok,1.46,4.95,4.96,1.00202,10,89.63,99.61,9.0,10.27,1.255,0.250756,0.231461,0.265979,0,0,0,0,0,0,0,0,0,20260514T085141+0900_973_orin_effb4_dvfs1_trt_v2.json
orin,efficientnet-b4,1,MODE_15W,dvfs1,jetson,1.0,6.6,confirmed,ok,1.46,6.6,6.58,0.99697,10,99.375,110.35,9.025,10.695,1.635,0.250841,0.236652,0.266017,0,1,0,0,0,4,0,0,0,20260514T085141+0900_973_orin_effb4_dvfs1_trt_v2.json
orin,efficientnet-b4,2,MODE_30W,dvfs2,jetson,0.25,22.6,confirmed_after_backoff,ok,5.04,5.65,5.675,1.004425,10,47.0,51.75,10.8,12.05,1.225,0.218884,0.203571,0.233553,0,0,0,0,0,0,0,0,0,20260514T091215+0900_227_orin_effb4_dvfs2_trt_v2.json
orin,efficientnet-b4,2,MODE_30W,dvfs2,jetson,0.5,22.6,confirmed_after_backoff,ok,5.04,11.3,11.395,1.008407,10,55.27,59.93,10.8,13.345,2.525,0.222927,0.211915,0.232158,0,0,0,0,0,0,0,0,0,20260514T091215+0900_227_orin_effb4_dvfs2_trt_v2.json
orin,efficientnet-b4,2,MODE_30W,dvfs2,jetson,0.75,22.6,confirmed_after_backoff,ok,5.04,16.95,17.15,1.011799,10,69.965,73.66,10.9,14.6,3.735,0.219159,0.214482,0.223392,0,0,0,0,0,0,0,0,0,20260514T091215+0900_227_orin_effb4_dvfs2_trt_v2.json
orin,efficientnet-b4,2,MODE_30W,dvfs2,jetson,1.0,22.6,confirmed_after_backoff,ok,5.04,22.6,22.7,1.004425,10,90.645,105.09,10.9,15.83,4.945,0.220813,0.213814,0.224925,0,1,0,0,0,2,0,0,0,20260514T091215+0900_227_orin_effb4_dvfs2_trt_v2.json
orin,efficientnet-b4,3,MODE_50W,dvfs3,jetson,0.25,48.8,confirmed,ok,11.8,12.2,12.375,1.014344,10,30.255,31.05,11.2,14.05,2.9,0.229695,0.226016,0.248511,0,0,0,0,0,0,0,0,0,20260514T093553+0900_346_orin_effb4_dvfs3_trt_v2.json
orin,efficientnet-b4,3,MODE_50W,dvfs3,jetson,0.5,48.8,confirmed,ok,11.8,24.4,24.72,1.013115,10,36.605,40.1,11.175,16.94,5.745,0.234555,0.227751,0.243083,0,0,0,0,0,0,0,0,0,20260514T093553+0900_346_orin_effb4_dvfs3_trt_v2.json
orin,efficientnet-b4,3,MODE_50W,dvfs3,jetson,0.75,48.8,confirmed,ok,11.8,36.6,37.3,1.019126,10,48.855,52.09,11.2,19.97,8.77,0.236758,0.231985,0.239218,0,0,0,0,0,0,0,0,0,20260514T093553+0900_346_orin_effb4_dvfs3_trt_v2.json
orin,efficientnet-b4,3,MODE_50W,dvfs3,jetson,1.0,48.8,confirmed,ok,11.8,48.8,49.17,1.007582,10,71.555,78.64,11.3,22.76,11.485,0.234065,0.231282,0.237968,0,0,0,0,0,0,0,0,0,20260514T093553+0900_346_orin_effb4_dvfs3_trt_v2.json
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,0.25,718.8,confirmed,ok,10.91,179.7,180.91,1.006733,10,7.26,7.42,13.1,15.93,2.83,0.015883,0.015587,0.016313,0,0,0,0,0,0,0,0,0,20260508T054215+0900_396_orin_mob050_dvfs0_trt_v2.json
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,0.5,718.8,confirmed,ok,10.91,359.4,360.495,1.003047,10,8.385,9.19,13.2,18.725,5.575,0.015464,0.015145,0.015616,0,0,0,0,0,0,0,0,0,20260508T054215+0900_396_orin_mob050_dvfs0_trt_v2.json
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,0.75,718.8,confirmed,ok,10.91,539.1,538.855,0.999546,10,12.34,12.87,13.25,21.375,8.105,0.01502,0.014939,0.015205,0,0,0,0,0,0,0,0,0,20260508T054215+0900_396_orin_mob050_dvfs0_trt_v2.json
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,1.0,718.8,confirmed,ok,10.91,718.8,716.8,0.997218,10,94.62,184.29,13.3,23.925,10.63,0.014839,0.014763,0.014948,0,1,0,0,0,4,0,0,0,20260508T054215+0900_396_orin_mob050_dvfs0_trt_v2.json
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,0.25,226.6,confirmed,ok,2.37,56.65,57.185,1.009444,10,12.2,12.45,9.1,9.81,0.685,0.012005,-0.007746,0.012528,0,0,0,1,1,0,1,1,1,20260508T055702+0900_152_orin_mob050_dvfs1_trt_v2.json
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,0.5,226.6,confirmed,ok,2.37,113.3,113.055,0.997838,10,15.83,16.07,9.1,10.385,1.285,0.01137,0.011094,0.011626,0,0,0,0,0,0,0,0,0,20260508T055702+0900_152_orin_mob050_dvfs1_trt_v2.json
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,0.75,226.6,confirmed,ok,2.37,169.95,170.165,1.001265,10,24.785,26.62,9.1,10.985,1.885,0.01113,0.010876,0.011272,0,0,0,0,0,0,0,0,0,20260508T055702+0900_152_orin_mob050_dvfs1_trt_v2.json
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,1.0,226.6,confirmed,ok,2.37,226.6,225.925,0.997021,10,81.42,113.43,9.1,11.575,2.47,0.010889,0.010747,0.011046,0,1,0,0,0,3,0,0,0,20260508T055702+0900_152_orin_mob050_dvfs1_trt_v2.json
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,0.25,390.6,confirmed,ok,3.49,97.65,97.275,0.99616,10,9.165,9.34,10.9,11.89,0.975,0.010063,0.009003,0.010323,0,0,0,0,0,0,0,0,0,20260508T061059+0900_113_orin_mob050_dvfs2_trt_v2.json
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,0.5,390.6,confirmed,ok,3.49,195.3,196.49,1.006093,10,11.52,11.81,10.9,12.795,1.88,0.009606,0.00908,0.009771,0,0,0,0,0,0,0,0,0,20260508T061059+0900_113_orin_mob050_dvfs2_trt_v2.json
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,0.75,390.6,confirmed,ok,3.49,292.95,293.875,1.003158,10,16.32,17.94,10.9,13.66,2.745,0.009351,0.009066,0.009451,0,0,0,0,0,0,0,0,0,20260508T061059+0900_113_orin_mob050_dvfs2_trt_v2.json
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,1.0,390.6,confirmed,ok,3.49,390.6,389.68,0.997645,10,75.73,101.42,11.0,14.49,3.49,0.008979,0.008904,0.009219,0,1,0,0,0,1,0,0,0,20260508T061059+0900_113_orin_mob050_dvfs2_trt_v2.json
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,0.25,484.4,confirmed,ok,5.25,121.1,120.275,0.993187,10,8.445,8.69,11.2,12.69,1.49,0.01234,0.010804,0.012712,0,0,0,0,0,0,0,0,0,20260508T062449+0900_472_orin_mob050_dvfs3_trt_v2.json
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,0.5,484.4,confirmed,ok,5.25,242.2,241.9,0.998761,10,10.005,10.52,11.25,14.065,2.81,0.011608,0.011354,0.011883,0,0,0,0,0,0,0,0,0,20260508T062449+0900_472_orin_mob050_dvfs3_trt_v2.json
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,0.75,484.4,confirmed,ok,5.25,363.3,363.985,1.001885,10,14.35,15.67,11.3,15.335,4.07,0.011166,0.011053,0.011465,0,0,0,0,0,0,0,0,0,20260508T062449+0900_472_orin_mob050_dvfs3_trt_v2.json
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,1.0,484.4,confirmed,ok,5.25,484.4,483.35,0.997832,10,51.955,87.3,11.275,16.55,5.295,0.01093,0.010847,0.011157,0,0,0,0,0,0,0,0,0,20260508T062449+0900_472_orin_mob050_dvfs3_trt_v2.json
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,0.25,618.8,confirmed,ok,14.28,154.7,155.22,1.003361,10,7.685,7.86,12.975,16.605,3.65,0.023491,0.022857,0.02422,0,0,0,0,0,0,0,0,0,20260513T133121+0900_384_orin_mob100_dvfs0_trt_v2.json
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,0.5,618.8,confirmed,ok,14.28,309.4,309.97,1.001842,10,8.93,9.16,13.1,20.245,7.16,0.023127,0.022922,0.023524,0,0,0,0,0,0,0,0,0,20260513T133121+0900_384_orin_mob100_dvfs0_trt_v2.json
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,0.75,618.8,confirmed,ok,14.28,464.1,462.825,0.997253,10,12.855,13.71,13.15,23.775,10.65,0.022923,0.022702,0.023119,0,0,0,0,0,0,0,0,0,20260513T133121+0900_384_orin_mob100_dvfs0_trt_v2.json
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,1.0,618.8,confirmed,ok,14.28,618.8,619.085,1.000461,10,68.18,168.7,13.2,27.215,14.015,0.022678,0.022496,0.022759,0,1,0,0,0,1,0,0,0,20260513T133121+0900_384_orin_mob100_dvfs0_trt_v2.json
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,0.25,168.8,confirmed,ok,2.9,42.2,42.84,1.015166,10,14.425,14.97,9.1,9.89,0.79,0.018565,0.017344,0.019324,0,0,0,0,0,0,0,0,0,20260513T134751+0900_190_orin_mob100_dvfs1_trt_v2.json
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,0.5,168.8,confirmed,ok,2.9,84.4,85.095,1.008235,10,19.065,19.59,9.075,10.6,1.505,0.017759,0.017422,0.018954,0,0,0,0,0,0,0,0,0,20260513T134751+0900_190_orin_mob100_dvfs1_trt_v2.json
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,0.75,168.8,confirmed,ok,2.9,126.6,126.925,1.002567,10,28.38,30.19,9.0,11.295,2.275,0.018046,0.017163,0.018285,0,0,0,0,0,0,0,0,0,20260513T134751+0900_190_orin_mob100_dvfs1_trt_v2.json
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,1.0,168.8,confirmed,ok,2.9,168.8,169.115,1.001866,10,75.045,89.76,9.05,12.03,2.95,0.017646,0.017264,0.018046,0,0,0,0,0,0,0,0,0,20260513T134751+0900_190_orin_mob100_dvfs1_trt_v2.json
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,0.25,316.4,confirmed,ok,4.46,79.1,78.165,0.98818,10,10.035,10.58,10.8,12.01,1.185,0.015266,0.013988,0.015851,0,0,0,0,0,0,0,0,0,20260513T140350+0900_101_orin_mob100_dvfs2_trt_v2.json
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,0.5,316.4,confirmed,ok,4.46,158.2,158.87,1.004235,10,12.97,13.39,10.8,13.135,2.33,0.014686,0.014144,0.015059,0,0,0,0,0,0,0,0,0,20260513T140350+0900_101_orin_mob100_dvfs2_trt_v2.json
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,0.75,316.4,confirmed,ok,4.46,237.3,237.19,0.999536,10,19.765,20.34,10.9,14.24,3.365,0.014147,0.014007,0.014531,0,0,0,0,0,0,0,0,0,20260513T140350+0900_101_orin_mob100_dvfs2_trt_v2.json
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,1.0,316.4,confirmed,ok,4.46,316.4,315.455,0.997013,10,81.305,117.1,10.875,15.29,4.425,0.014004,0.013877,0.014285,0,1,0,0,0,4,0,0,0,20260513T140350+0900_101_orin_mob100_dvfs2_trt_v2.json
orin,mobilenet-v2-100,3,MODE_50W,dvfs3,jetson,0.25,409.7,confirmed_after_backoff,ok,6.95,102.42,103.415,1.009715,10,8.715,9.06,11.15,13.015,1.86,0.017966,0.017383,0.018705,0,0,0,0,0,0,0,0,0,20260513T141749+0900_557_orin_mob100_dvfs3_trt_v2.json
orin,mobilenet-v2-100,3,MODE_50W,dvfs3,jetson,0.5,409.7,confirmed_after_backoff,ok,6.95,204.85,206.01,1.005663,10,10.535,10.82,11.1,14.765,3.665,0.017779,0.017285,0.018049,0,0,0,0,0,0,0,0,0,20260513T141749+0900_557_orin_mob100_dvfs3_trt_v2.json
orin,mobilenet-v2-100,3,MODE_50W,dvfs3,jetson,0.75,409.7,confirmed_after_backoff,ok,6.95,307.27,304.96,0.992482,10,14.975,15.62,11.175,16.44,5.31,0.017308,0.01709,0.017608,0,0,0,0,0,0,0,0,0,20260513T141749+0900_557_orin_mob100_dvfs3_trt_v2.json
orin,mobilenet-v2-100,3,MODE_50W,dvfs3,jetson,1.0,409.7,confirmed_after_backoff,ok,6.95,409.7,410.005,1.000744,10,44.775,49.52,11.2,18.195,7.01,0.01707,0.016934,0.017362,0,0,0,0,0,0,0,0,0,20260513T141749+0900_557_orin_mob100_dvfs3_trt_v2.json
orin-nano,efficientnet-b4,0,15W,dvfs0,jetson,0.25,18.4,confirmed,ok,4.37,4.6,4.485,0.975,10,48.815,54.16,6.3,7.425,1.1,0.242688,0.193995,0.253863,0,0,0,0,0,0,0,0,0,20260512T030915+0900_753_orin-nano_effb4_dvfs0_trt_v2.json
